year,circuit,overtaking_driver_number,overtaken_driver_number,overtaking_acronym,overtaken_acronym,events,clean_events
2023,Spielberg,81,24,PIA,ZHO,5,1
2023,Spielberg,81,27,PIA,HUL,1,0
2023,Spielberg,81,63,PIA,RUS,1,0
2023,Spielberg,81,77,PIA,BOT,5,3
2023,Suzuka,1,4,VER,NOR,2,1
2023,Suzuka,1,16,VER,LEC,1,0
2023,Suzuka,1,55,VER,SAI,1,0
2023,Suzuka,1,63,VER,RUS,1,1
2023,Suzuka,2,11,SAR,PER,1,0
2023,Suzuka,2,18,SAR,STR,1,1
2023,Suzuka,2,23,SAR,ALB,2,0
2023,Suzuka,2,24,SAR,ZHO,1,0
2023,Suzuka,2,31,SAR,OCO,1,0
2023,Suzuka,2,77,SAR,BOT,2,0
2023,Suzuka,4,1,NOR,VER,2,0
2023,Suzuka,4,10,NOR,GAS,1,0
2023,Suzuka,4,31,NOR,OCO,1,1
2023,Suzuka,4,55,NOR,SAI,2,0
2023,Suzuka,4,63,NOR,RUS,2,1
2023,Suzuka,4,81,NOR,PIA,2,1
2023,Suzuka,10,4,GAS,NOR,1,0
2023,Suzuka,10,11,GAS,PER,1,0
2023,Suzuka,10,14,GAS,ALO,2,0
2023,Suzuka,10,16,GAS,LEC,1,0
2023,Suzuka,10,18,GAS,STR,2,1
2023,Suzuka,10,20,GAS,MAG,1,1
2023,Suzuka,10,22,GAS,TSU,2,1
2023,Suzuka,10,24,GAS,ZHO,1,1
2023,Suzuka,10,27,GAS,HUL,4,2
2023,Suzuka,10,31,GAS,OCO,2,1
2023,Suzuka,10,40,GAS,LAW,2,1
2023,Suzuka,10,44,GAS,HAM,1,0
2023,Suzuka,10,81,GAS,PIA,1,0
2023,Suzuka,11,14,PER,ALO,2,0
2023,Suzuka,11,20,PER,MAG,1,0
2023,Suzuka,11,22,PER,TSU,1,0
2023,Suzuka,11,23,PER,ALB,2,1
2023,Suzuka,11,24,PER,ZHO,1,1
2023,Suzuka,11,27,PER,HUL,1,0
2023,Suzuka,11,40,PER,LAW,1,0
2023,Suzuka,14,10,ALO,GAS,2,0
2023,Suzuka,14,11,ALO,PER,3,1
2023,Suzuka,14,16,ALO,LEC,1,0
2023,Suzuka,14,18,ALO,STR,1,0
2023,Suzuka,14,20,ALO,MAG,1,0
2023,Suzuka,14,22,ALO,TSU,2,2
2023,Suzuka,14,23,ALO,ALB,1,1
2023,Suzuka,14,24,ALO,ZHO,1,1
2023,Suzuka,14,31,ALO,OCO,1,0
2023,Suzuka,14,44,ALO,HAM,2,1
2023,Suzuka,14,55,ALO,SAI,2,1
2023,Suzuka,14,63,ALO,RUS,2,1
2023,Suzuka,16,1,LEC,VER,1,0
2023,Suzuka,16,10,LEC,GAS,1,0
2023,Suzuka,16,14,LEC,ALO,1,0
2023,Suzuka,16,31,LEC,OCO,1,1
2023,Suzuka,16,55,LEC,SAI,3,0
2023,Suzuka,16,63,LEC,RUS,2,1
2023,Suzuka,16,81,LEC,PIA,1,0
2023,Suzuka,18,10,STR,GAS,2,0
2023,Suzuka,18,11,STR,PER,1,0
2023,Suzuka,18,14,STR,ALO,1,0
2023,Suzuka,18,20,STR,MAG,1,1
2023,Suzuka,18,22,STR,TSU,1,0
2023,Suzuka,18,23,STR,ALB,1,1
2023,Suzuka,18,27,STR,HUL,1,1
2023,Suzuka,18,31,STR,OCO,1,0
2023,Suzuka,18,40,STR,LAW,1,0
2023,Suzuka,18,77,STR,BOT,1,0
2023,Suzuka,18,81,STR,PIA,1,0
2023,Suzuka,20,10,MAG,GAS,1,1
2023,Suzuka,20,11,MAG,PER,2,0
2023,Suzuka,20,14,MAG,ALO,1,0
2023,Suzuka,20,18,MAG,STR,1,1
2023,Suzuka,20,22,MAG,TSU,2,0
2023,Suzuka,20,23,MAG,ALB,2,0
2023,Suzuka,20,24,MAG,ZHO,1,0
2023,Suzuka,20,27,MAG,HUL,2,0
2023,Suzuka,20,31,MAG,OCO,1,0
2023,Suzuka,20,40,MAG,LAW,2,0
2023,Suzuka,20,77,MAG,BOT,1,0
2023,Suzuka,22,10,TSU,GAS,1,0
2023,Suzuka,22,11,TSU,PER,2,0
2023,Suzuka,22,14,TSU,ALO,1,0
2023,Suzuka,22,18,TSU,STR,1,0
2023,Suzuka,22,20,TSU,MAG,2,0
2023,Suzuka,22,23,TSU,ALB,1,0
2023,Suzuka,22,24,TSU,ZHO,1,0
2023,Suzuka,22,27,TSU,HUL,1,0
2023,Suzuka,22,31,TSU,OCO,1,0
2023,Suzuka,22,40,TSU,LAW,3,2
2023,Suzuka,23,2,ALB,SAR,2,0
2023,Suzuka,23,11,ALB,PER,3,0
2023,Suzuka,23,14,ALB,ALO,1,0
2023,Suzuka,23,18,ALB,STR,1,1
2023,Suzuka,23,20,ALB,MAG,1,0
2023,Suzuka,23,22,ALB,TSU,1,0
2023,Suzuka,23,24,ALB,ZHO,1,0
2023,Suzuka,23,27,ALB,HUL,1,0
2023,Suzuka,23,31,ALB,OCO,1,1
2023,Suzuka,23,40,ALB,LAW,1,0
2023,Suzuka,23,77,ALB,BOT,1,1
2023,Suzuka,24,2,ZHO,SAR,1,0
2023,Suzuka,24,10,ZHO,GAS,1,0
2023,Suzuka,24,11,ZHO,PER,2,0
2023,Suzuka,24,14,ZHO,ALO,1,0
2023,Suzuka,24,18,ZHO,STR,1,1
2023,Suzuka,24,20,ZHO,MAG,2,0
2023,Suzuka,24,22,ZHO,TSU,1,0
2023,Suzuka,24,23,ZHO,ALB,2,0
2023,Suzuka,24,27,ZHO,HUL,3,0
2023,Suzuka,24,31,ZHO,OCO,2,0
2023,Suzuka,24,40,ZHO,LAW,1,0
2023,Suzuka,24,77,ZHO,BOT,1,0
2023,Suzuka,27,10,HUL,GAS,4,2
2023,Suzuka,27,11,HUL,PER,2,0
2023,Suzuka,27,18,HUL,STR,2,1
2023,Suzuka,27,20,HUL,MAG,3,1
2023,Suzuka,27,22,HUL,TSU,1,0
2023,Suzuka,27,23,HUL,ALB,2,0
2023,Suzuka,27,24,HUL,ZHO,2,0
2023,Suzuka,27,31,HUL,OCO,1,1
2023,Suzuka,27,40,HUL,LAW,1,0
2023,Suzuka,27,77,HUL,BOT,1,0
2023,Suzuka,31,2,OCO,SAR,1,0
2023,Suzuka,31,4,OCO,NOR,1,0
2023,Suzuka,31,10,OCO,GAS,3,0
2023,Suzuka,31,11,OCO,PER,1,0
2023,Suzuka,31,14,OCO,ALO,1,0
2023,Suzuka,31,16,OCO,LEC,1,0
2023,Suzuka,31,18,OCO,STR,1,0
2023,Suzuka,31,20,OCO,MAG,1,1
2023,Suzuka,31,22,OCO,TSU,2,0
2023,Suzuka,31,23,OCO,ALB,2,0
2023,Suzuka,31,24,OCO,ZHO,2,0
2023,Suzuka,31,27,OCO,HUL,1,0
2023,Suzuka,31,40,OCO,LAW,1,0
2023,Suzuka,31,44,OCO,HAM,1,0
2023,Suzuka,31,55,OCO,SAI,1,0
2023,Suzuka,31,63,OCO,RUS,1,0
2023,Suzuka,31,77,OCO,BOT,1,0
2023,Suzuka,40,10,LAW,GAS,1,0
2023,Suzuka,40,11,LAW,PER,2,0
2023,Suzuka,40,18,LAW,STR,1,0
2023,Suzuka,40,20,LAW,MAG,2,0
2023,Suzuka,40,22,LAW,TSU,4,3
2023,Suzuka,40,23,LAW,ALB,1,0
2023,Suzuka,40,24,LAW,ZHO,1,0
2023,Suzuka,40,27,LAW,HUL,1,0
2023,Suzuka,44,10,HAM,GAS,1,0
2023,Suzuka,44,11,HAM,PER,1,0
2023,Suzuka,44,14,HAM,ALO,2,1
2023,Suzuka,44,31,HAM,OCO,1,1
2023,Suzuka,44,55,HAM,SAI,1,0
2023,Suzuka,44,63,HAM,RUS,4,2
2023,Suzuka,44,81,HAM,PIA,1,0
2023,Suzuka,55,1,SAI,VER,1,0
2023,Suzuka,55,4,SAI,NOR,2,0
2023,Suzuka,55,11,SAI,PER,1,0
2023,Suzuka,55,14,SAI,ALO,2,2
2023,Suzuka,55,16,SAI,LEC,3,0
2023,Suzuka,55,31,SAI,OCO,1,1
2023,Suzuka,55,63,SAI,RUS,2,1
2023,Suzuka,55,81,SAI,PIA,2,0
2023,Suzuka,63,1,RUS,VER,1,0
2023,Suzuka,63,4,RUS,NOR,2,0
2023,Suzuka,63,11,RUS,PER,1,0
2023,Suzuka,63,14,RUS,ALO,2,0
2023,Suzuka,63,16,RUS,LEC,2,0
2023,Suzuka,63,31,RUS,OCO,1,0
2023,Suzuka,63,44,RUS,HAM,4,1
2023,Suzuka,63,55,RUS,SAI,2,0
2023,Suzuka,63,81,RUS,PIA,2,0
2023,Suzuka,77,2,BOT,SAR,1,0
2023,Suzuka,77,20,BOT,MAG,1,0
2023,Suzuka,77,23,BOT,ALB,1,0
2023,Suzuka,77,31,BOT,OCO,1,0
2023,Suzuka,81,4,PIA,NOR,1,0
2023,Suzuka,81,10,PIA,GAS,1,1
2023,Suzuka,81,16,PIA,LEC,1,0
2023,Suzuka,81,18,PIA,STR,1,0
2023,Suzuka,81,44,PIA,HAM,1,0
2023,Suzuka,81,55,PIA,SAI,2,0
2023,Suzuka,81,63,PIA,RUS,2,1
2023,Yas Marina Circuit,1,10,VER,GAS,1,0
2023,Yas Marina Circuit,1,11,VER,PER,1,0
2023,Yas Marina Circuit,1,16,VER,LEC,1,0
2023,Yas Marina Circuit,1,18,VER,STR,1,1
2023,Yas Marina Circuit,1,22,VER,TSU,1,0
2023,Yas Marina Circuit,1,55,VER,SAI,1,1
2023,Yas Marina Circuit,2,3,SAR,RIC,3,1
2023,Yas Marina Circuit,2,4,SAR,NOR,1,0
2023,Yas Marina Circuit,2,10,SAR,GAS,1,0
2023,Yas Marina Circuit,2,14,SAR,ALO,1,0
2023,Yas Marina Circuit,2,20,SAR,MAG,4,2
2023,Yas Marina Circuit,2,24,SAR,ZHO,4,1
2023,Yas Marina Circuit,2,27,SAR,HUL,2,0
2023,Yas Marina Circuit,2,55,SAR,SAI,1,0
2023,Yas Marina Circuit,2,63,SAR,RUS,1,0
2023,Yas Marina Circuit,2,77,SAR,BOT,2,1
2023,Yas Marina Circuit,2,81,SAR,PIA,1,0
2023,Yas Marina Circuit,3,2,RIC,SAR,3,2
2023,Yas Marina Circuit,3,10,RIC,GAS,2,0
2023,Yas Marina Circuit,3,11,RIC,PER,1,0
2023,Yas Marina Circuit,3,18,RIC,STR,1,0
2023,Yas Marina Circuit,3,22,RIC,TSU,1,0
2023,Yas Marina Circuit,3,23,RIC,ALB,3,0
2023,Yas Marina Circuit,3,24,RIC,ZHO,2,0
2023,Yas Marina Circuit,3,27,RIC,HUL,2,0
2023,Yas Marina Circuit,3,31,RIC,OCO,2,1
2023,Yas Marina Circuit,3,44,RIC,HAM,1,0
2023,Yas Marina Circuit,3,55,RIC,SAI,2,0
2023,Yas Marina Circuit,3,77,RIC,BOT,2,2
2023,Yas Marina Circuit,4,2,NOR,SAR,1,0
2023,Yas Marina Circuit,4,10,NOR,GAS,1,0
2023,Yas Marina Circuit,4,11,NOR,PER,2,0
2023,Yas Marina Circuit,4,14,NOR,ALO,1,0
2023,Yas Marina Circuit,4,18,NOR,STR,2,1
2023,Yas Marina Circuit,4,22,NOR,TSU,2,1
2023,Yas Marina Circuit,4,23,NOR,ALB,1,0
2023,Yas Marina Circuit,4,31,NOR,OCO,1,0
2023,Yas Marina Circuit,4,44,NOR,HAM,2,0
2023,Yas Marina Circuit,4,55,NOR,SAI,1,0
2023,Yas Marina Circuit,4,63,NOR,RUS,1,1
2023,Yas Marina Circuit,4,77,NOR,BOT,1,1
2023,Yas Marina Circuit,4,81,NOR,PIA,2,1
2023,Yas Marina Circuit,10,1,GAS,VER,1,0
2023,Yas Marina Circuit,10,2,GAS,SAR,1,1
2023,Yas Marina Circuit,10,3,GAS,RIC,1,0
2023,Yas Marina Circuit,10,4,GAS,NOR,1,0
2023,Yas Marina Circuit,10,11,GAS,PER,1,1
2023,Yas Marina Circuit,10,14,GAS,ALO,1,0
2023,Yas Marina Circuit,10,18,GAS,STR,1,0
2023,Yas Marina Circuit,10,23,GAS,ALB,1,0
2023,Yas Marina Circuit,10,24,GAS,ZHO,1,0
2023,Yas Marina Circuit,10,27,GAS,HUL,3,0
2023,Yas Marina Circuit,10,44,GAS,HAM,1,1
2023,Yas Marina Circuit,10,55,GAS,SAI,2,0
2023,Yas Marina Circuit,10,63,GAS,RUS,1,0
2023,Yas Marina Circuit,10,77,GAS,BOT,1,1
2023,Yas Marina Circuit,10,81,GAS,PIA,1,0
2023,Yas Marina Circuit,11,1,PER,VER,1,0
2023,Yas Marina Circuit,11,3,PER,RIC,1,1
2023,Yas Marina Circuit,11,4,PER,NOR,3,1
2023,Yas Marina Circuit,11,10,PER,GAS,1,1
2023,Yas Marina Circuit,11,14,PER,ALO,2,1
2023,Yas Marina Circuit,11,16,PER,LEC,2,1
2023,Yas Marina Circuit,11,18,PER,STR,1,0
2023,Yas Marina Circuit,11,22,PER,TSU,2,1
2023,Yas Marina Circuit,11,27,PER,HUL,1,0
2023,Yas Marina Circuit,11,44,PER,HAM,1,1
2023,Yas Marina Circuit,11,55,PER,SAI,1,0
2023,Yas Marina Circuit,11,63,PER,RUS,3,1
2023,Yas Marina Circuit,11,77,PER,BOT,1,1
2023,Yas Marina Circuit,11,81,PER,PIA,2,1
2023,Yas Marina Circuit,14,2,ALO,SAR,1,0
2023,Yas Marina Circuit,14,4,ALO,NOR,1,0
2023,Yas Marina Circuit,14,10,ALO,GAS,1,0
2023,Yas Marina Circuit,14,11,ALO,PER,1,0
2023,Yas Marina Circuit,14,16,ALO,LEC,1,0
2023,Yas Marina Circuit,14,18,ALO,STR,2,0
2023,Yas Marina Circuit,14,22,ALO,TSU,3,2
2023,Yas Marina Circuit,14,23,ALO,ALB,1,0
2023,Yas Marina Circuit,14,24,ALO,ZHO,1,0
2023,Yas Marina Circuit,14,27,ALO,HUL,1,0
2023,Yas Marina Circuit,14,31,ALO,OCO,2,1
2023,Yas Marina Circuit,14,44,ALO,HAM,2,1
2023,Yas Marina Circuit,14,55,ALO,SAI,2,1
2023,Yas Marina Circuit,14,63,ALO,RUS,1,0
2023,Yas Marina Circuit,14,77,ALO,BOT,1,1
2023,Yas Marina Circuit,16,1,LEC,VER,1,0
2023,Yas Marina Circuit,16,11,LEC,PER,1,0
2023,Yas Marina Circuit,16,14,LEC,ALO,1,0
2023,Yas Marina Circuit,16,18,LEC,STR,1,0
2023,Yas Marina Circuit,16,22,LEC,TSU,2,1
2023,Yas Marina Circuit,16,55,LEC,SAI,1,1
2023,Yas Marina Circuit,16,81,LEC,PIA,1,0
2023,Yas Marina Circuit,18,1,STR,VER,1,0
2023,Yas Marina Circuit,18,3,STR,RIC,1,1
2023,Yas Marina Circuit,18,4,STR,NOR,2,0
2023,Yas Marina Circuit,18,10,STR,GAS,2,0
2023,Yas Marina Circuit,18,11,STR,PER,1,0
2023,Yas Marina Circuit,18,14,STR,ALO,2,0
2023,Yas Marina Circuit,18,16,STR,LEC,1,0
2023,Yas Marina Circuit,18,23,STR,ALB,1,0
2023,Yas Marina Circuit,18,27,STR,HUL,1,1
2023,Yas Marina Circuit,18,31,STR,OCO,3,2
2023,Yas Marina Circuit,18,44,STR,HAM,2,0
2023,Yas Marina Circuit,18,55,STR,SAI,2,0
2023,Yas Marina Circuit,18,63,STR,RUS,2,0
2023,Yas Marina Circuit,18,77,STR,BOT,1,1
2023,Yas Marina Circuit,18,81,STR,PIA,2,0
2023,Yas Marina Circuit,20,2,MAG,SAR,3,1
2023,Yas Marina Circuit,20,23,MAG,ALB,2,0
2023,Yas Marina Circuit,20,24,MAG,ZHO,2,0
2023,Yas Marina Circuit,20,27,MAG,HUL,1,0
2023,Yas Marina Circuit,22,1,TSU,VER,1,0
2023,Yas Marina Circuit,22,3,TSU,RIC,1,1
2023,Yas Marina Circuit,22,4,TSU,NOR,2,0
2023,Yas Marina Circuit,22,11,TSU,PER,1,0
2023,Yas Marina Circuit,22,14,TSU,ALO,2,1
2023,Yas Marina Circuit,22,16,TSU,LEC,2,0
2023,Yas Marina Circuit,22,44,TSU,HAM,2,0
2023,Yas Marina Circuit,22,55,TSU,SAI,1,0
2023,Yas Marina Circuit,22,63,TSU,RUS,2,0
2023,Yas Marina Circuit,22,77,TSU,BOT,1,0
2023,Yas Marina Circuit,22,81,TSU,PIA,2,0
2023,Yas Marina Circuit,23,3,ALB,RIC,2,0
2023,Yas Marina Circuit,23,4,ALB,NOR,1,0
2023,Yas Marina Circuit,23,10,ALB,GAS,1,0
2023,Yas Marina Circuit,23,14,ALB,ALO,1,0
2023,Yas Marina Circuit,23,18,ALB,STR,1,0
2023,Yas Marina Circuit,23,20,ALB,MAG,2,0
2023,Yas Marina Circuit,23,24,ALB,ZHO,4,3
2023,Yas Marina Circuit,23,27,ALB,HUL,3,1
2023,Yas Marina Circuit,23,31,ALB,OCO,1,0
2023,Yas Marina Circuit,23,44,ALB,HAM,1,0
2023,Yas Marina Circuit,23,55,ALB,SAI,1,0
2023,Yas Marina Circuit,23,63,ALB,RUS,1,0
2023,Yas Marina Circuit,23,77,ALB,BOT,1,0
2023,Yas Marina Circuit,23,81,ALB,PIA,1,0
2023,Yas Marina Circuit,24,2,ZHO,SAR,3,0
2023,Yas Marina Circuit,24,3,ZHO,RIC,2,0
2023,Yas Marina Circuit,24,10,ZHO,GAS,1,0
2023,Yas Marina Circuit,24,14,ZHO,ALO,1,0
2023,Yas Marina Circuit,24,20,ZHO,MAG,3,1
2023,Yas Marina Circuit,24,23,ZHO,ALB,4,2
2023,Yas Marina Circuit,24,27,ZHO,HUL,1,0
2023,Yas Marina Circuit,24,55,ZHO,SAI,1,0
2023,Yas Marina Circuit,24,77,ZHO,BOT,2,1
2023,Yas Marina Circuit,27,2,HUL,SAR,2,0
2023,Yas Marina Circuit,27,3,HUL,RIC,1,0
2023,Yas Marina Circuit,27,10,HUL,GAS,2,0
2023,Yas Marina Circuit,27,14,HUL,ALO,1,0
2023,Yas Marina Circuit,27,20,HUL,MAG,1,1
2023,Yas Marina Circuit,27,23,HUL,ALB,2,0
2023,Yas Marina Circuit,27,24,HUL,ZHO,1,0
2023,Yas Marina Circuit,27,55,HUL,SAI,2,1
2023,Yas Marina Circuit,27,77,HUL,BOT,1,0
2023,Yas Marina Circuit,31,3,OCO,RIC,1,0
2023,Yas Marina Circuit,31,4,OCO,NOR,1,0
2023,Yas Marina Circuit,31,10,OCO,GAS,1,0
2023,Yas Marina Circuit,31,14,OCO,ALO,2,0
2023,Yas Marina Circuit,31,18,OCO,STR,2,0
2023,Yas Marina Circuit,31,23,OCO,ALB,1,0
2023,Yas Marina Circuit,31,27,OCO,HUL,1,0
2023,Yas Marina Circuit,31,44,OCO,HAM,1,0
2023,Yas Marina Circuit,31,55,OCO,SAI,2,0
2023,Yas Marina Circuit,31,63,OCO,RUS,1,0
2023,Yas Marina Circuit,31,77,OCO,BOT,1,1
2023,Yas Marina Circuit,31,81,OCO,PIA,2,0
2023,Yas Marina Circuit,44,3,HAM,RIC,1,1
2023,Yas Marina Circuit,44,4,HAM,NOR,2,0
2023,Yas Marina Circuit,44,10,HAM,GAS,2,0
2023,Yas Marina Circuit,44,11,HAM,PER,1,0
2023,Yas Marina Circuit,44,14,HAM,ALO,2,0
2023,Yas Marina Circuit,44,18,HAM,STR,2,0
2023,Yas Marina Circuit,44,22,HAM,TSU,2,0
2023,Yas Marina Circuit,44,23,HAM,ALB,1,0
2023,Yas Marina Circuit,44,27,HAM,HUL,1,0
2023,Yas Marina Circuit,44,31,HAM,OCO,1,1
2023,Yas Marina Circuit,44,55,HAM,SAI,2,1
2023,Yas Marina Circuit,44,63,HAM,RUS,2,0
2023,Yas Marina Circuit,44,77,HAM,BOT,1,1
2023,Yas Marina Circuit,44,81,HAM,PIA,1,0
2023,Yas Marina Circuit,55,1,SAI,VER,1,0
2023,Yas Marina Circuit,55,3,SAI,RIC,2,0
2023,Yas Marina Circuit,55,4,SAI,NOR,1,0
2023,Yas Marina Circuit,55,10,SAI,GAS,2,0
2023,Yas Marina Circuit,55,11,SAI,PER,1,0
2023,Yas Marina Circuit,55,14,SAI,ALO,2,0
2023,Yas Marina Circuit,55,16,SAI,LEC,1,0
2023,Yas Marina Circuit,55,18,SAI,STR,2,0
2023,Yas Marina Circuit,55,22,SAI,TSU,1,0
2023,Yas Marina Circuit,55,23,SAI,ALB,1,0
2023,Yas Marina Circuit,55,27,SAI,HUL,2,2
2023,Yas Marina Circuit,55,31,SAI,OCO,2,0
2023,Yas Marina Circuit,55,44,SAI,HAM,2,0
2023,Yas Marina Circuit,55,63,SAI,RUS,1,0
2023,Yas Marina Circuit,55,77,SAI,BOT,1,1
2023,Yas Marina Circuit,55,81,SAI,PIA,2,0
2023,Yas Marina Circuit,63,2,RUS,SAR,1,0
2023,Yas Marina Circuit,63,4,RUS,NOR,1,0
2023,Yas Marina Circuit,63,10,RUS,GAS,1,0
2023,Yas Marina Circuit,63,11,RUS,PER,2,0
2023,Yas Marina Circuit,63,14,RUS,ALO,1,0
2023,Yas Marina Circuit,63,18,RUS,STR,2,1
2023,Yas Marina Circuit,63,22,RUS,TSU,2,1
2023,Yas Marina Circuit,63,23,RUS,ALB,1,0
2023,Yas Marina Circuit,63,31,RUS,OCO,1,0
2023,Yas Marina Circuit,63,44,RUS,HAM,2,0
2023,Yas Marina Circuit,63,77,RUS,BOT,1,1
2023,Yas Marina Circuit,63,81,RUS,PIA,4,3
2023,Yas Marina Circuit,77,2,BOT,SAR,1,0
2023,Yas Marina Circuit,77,3,BOT,RIC,2,1
2023,Yas Marina Circuit,77,4,BOT,NOR,1,0
2023,Yas Marina Circuit,77,10,BOT,GAS,1,0
2023,Yas Marina Circuit,77,11,BOT,PER,1,0
2023,Yas Marina Circuit,77,14,BOT,ALO,1,0
2023,Yas Marina Circuit,77,18,BOT,STR,1,0
2023,Yas Marina Circuit,77,20,BOT,MAG,1,0
2023,Yas Marina Circuit,77,22,BOT,TSU,1,0
2023,Yas Marina Circuit,77,23,BOT,ALB,1,0
2023,Yas Marina Circuit,77,24,BOT,ZHO,1,0
2023,Yas Marina Circuit,77,27,BOT,HUL,1,0
2023,Yas Marina Circuit,77,31,BOT,OCO,1,0
2023,Yas Marina Circuit,77,44,BOT,HAM,1,0
2023,Yas Marina Circuit,77,55,BOT,SAI,1,0
2023,Yas Marina Circuit,77,63,BOT,RUS,1,0
2023,Yas Marina Circuit,77,81,BOT,PIA,1,0
2023,Yas Marina Circuit,81,2,PIA,SAR,1,0
2023,Yas Marina Circuit,81,4,PIA,NOR,1,0
2023,Yas Marina Circuit,81,10,PIA,GAS,1,0
2023,Yas Marina Circuit,81,11,PIA,PER,1,0
2023,Yas Marina Circuit,81,16,PIA,LEC,1,0
2023,Yas Marina Circuit,81,18,PIA,STR,2,0
2023,Yas Marina Circuit,81,22,PIA,TSU,2,1
2023,Yas Marina Circuit,81,23,PIA,ALB,1,0
2023,Yas Marina Circuit,81,31,PIA,OCO,2,0
2023,Yas Marina Circuit,81,44,PIA,HAM,1,0
2023,Yas Marina Circuit,81,55,PIA,SAI,2,0
2023,Yas Marina Circuit,81,63,PIA,RUS,3,2
2023,Yas Marina Circuit,81,77,PIA,BOT,1,1
2023,Zandvoort,1,2,VER,SAR,1,0
2023,Zandvoort,1,4,VER,NOR,1,0
2023,Zandvoort,1,10,VER,GAS,1,1
2023,Zandvoort,1,11,VER,PER,1,0
2023,Zandvoort,1,18,VER,STR,1,0
2023,Zandvoort,1,23,VER,ALB,1,0
2023,Zandvoort,1,24,VER,ZHO,1,1
2023,Zandvoort,1,27,VER,HUL,1,0
2023,Zandvoort,1,44,VER,HAM,1,0
2023,Zandvoort,1,63,VER,RUS,1,1
2023,Zandvoort,1,77,VER,BOT,1,0
2023,Zandvoort,1,81,VER,PIA,1,0
2023,Zandvoort,2,1,SAR,VER,1,0
2023,Zandvoort,2,4,SAR,NOR,1,0
2023,Zandvoort,2,10,SAR,GAS,1,0
2023,Zandvoort,2,11,SAR,PER,2,0
2023,Zandvoort,2,14,SAR,ALO,1,0
2023,Zandvoort,2,16,SAR,LEC,2,0
2023,Zandvoort,2,18,SAR,STR,1,0
2023,Zandvoort,2,24,SAR,ZHO,1,0
2023,Zandvoort,2,31,SAR,OCO,1,0
2023,Zandvoort,2,44,SAR,HAM,1,0
2023,Zandvoort,2,55,SAR,SAI,1,0
2023,Zandvoort,4,1,NOR,VER,1,0
2023,Zandvoort,4,2,NOR,SAR,1,0
2023,Zandvoort,4,14,NOR,ALO,1,0
2023,Zandvoort,4,16,NOR,LEC,1,0
2023,Zandvoort,4,18,NOR,STR,1,0
2023,Zandvoort,4,20,NOR,MAG,2,1
2023,Zandvoort,4,22,NOR,TSU,1,1
2023,Zandvoort,4,23,NOR,ALB,2,1
2023,Zandvoort,4,24,NOR,ZHO,1,1
2023,Zandvoort,4,27,NOR,HUL,2,1
2023,Zandvoort,4,31,NOR,OCO,1,0
2023,Zandvoort,4,40,NOR,LAW,1,1
2023,Zandvoort,4,44,NOR,HAM,1,0
2023,Zandvoort,4,55,NOR,SAI,1,0
2023,Zandvoort,4,63,NOR,RUS,4,0
2023,Zandvoort,4,77,NOR,BOT,2,1
2023,Zandvoort,4,81,NOR,PIA,4,1
2023,Zandvoort,10,1,GAS,VER,1,0
2023,Zandvoort,10,2,GAS,SAR,2,0
2023,Zandvoort,10,4,GAS,NOR,1,0
2023,Zandvoort,10,11,GAS,PER,2,0
2023,Zandvoort,10,14,GAS,ALO,1,0
2023,Zandvoort,10,16,GAS,LEC,1,0
2023,Zandvoort,10,18,GAS,STR,2,2
2023,Zandvoort,10,22,GAS,TSU,1,1
2023,Zandvoort,10,23,GAS,ALB,2,1
2023,Zandvoort,10,24,GAS,ZHO,1,0
2023,Zandvoort,10,27,GAS,HUL,1,0
2023,Zandvoort,10,31,GAS,OCO,2,0
2023,Zandvoort,10,44,GAS,HAM,1,1
2023,Zandvoort,10,55,GAS,SAI,3,2
2023,Zandvoort,10,63,GAS,RUS,1,1
2023,Zandvoort,10,77,GAS,BOT,1,1
2023,Zandvoort,10,81,GAS,PIA,3,2
2023,Zandvoort,11,1,PER,VER,1,0
2023,Zandvoort,11,2,PER,SAR,1,0
2023,Zandvoort,11,4,PER,NOR,1,0
2023,Zandvoort,11,10,PER,GAS,2,0
2023,Zandvoort,11,14,PER,ALO,3,0
2023,Zandvoort,11,18,PER,STR,1,1
2023,Zandvoort,11,23,PER,ALB,2,0
2023,Zandvoort,11,27,PER,HUL,1,0
2023,Zandvoort,11,31,PER,OCO,1,0
2023,Zandvoort,11,44,PER,HAM,2,0
2023,Zandvoort,11,55,PER,SAI,2,0
2023,Zandvoort,11,63,PER,RUS,1,1
2023,Zandvoort,11,77,PER,BOT,1,1
2023,Zandvoort,11,81,PER,PIA,1,1
2023,Zandvoort,14,2,ALO,SAR,1,0
2023,Zandvoort,14,4,ALO,NOR,2,1
2023,Zandvoort,14,10,ALO,GAS,1,0
2023,Zandvoort,14,11,ALO,PER,3,1
2023,Zandvoort,14,16,ALO,LEC,2,1
2023,Zandvoort,14,18,ALO,STR,1,0
2023,Zandvoort,14,22,ALO,TSU,1,0
2023,Zandvoort,14,23,ALO,ALB,2,1
2023,Zandvoort,14,24,ALO,ZHO,1,0
2023,Zandvoort,14,27,ALO,HUL,1,0
2023,Zandvoort,14,44,ALO,HAM,1,0
2023,Zandvoort,14,55,ALO,SAI,1,1
2023,Zandvoort,14,63,ALO,RUS,2,1
2023,Zandvoort,14,77,ALO,BOT,1,0
2023,Zandvoort,14,81,ALO,PIA,1,0
2023,Zandvoort,16,2,LEC,SAR,2,1
2023,Zandvoort,16,4,LEC,NOR,1,0
